opportunity_id,sales_agent,manager,regional_office,product,account,sector,office_location,engage_date,close_date,deal_stage,deal_value_proposed,close_value,revenue,employees,sales_cycle_days,is_won,is_closed,close_year_quarter
SYN037598,Jonathan Hendon,Rosalind Dwyer,Central,MG Special,Account_0075,technology,United States,2024-03-17,2024-05-25,Lost,3654.64,0.0,135088.05,2082,69.0,0,1,2024Q2
SYN037599,Gaston Purl,Melvin Marxen,East,GTK 500,Account_0283,retail,Canada,2023-11-04,2024-01-01,Lost,2883.44,0.0,139656.51,1680,58.0,0,1,2024Q1
SYN037600,Cassey Nicholson,Melvin Marxen,Central,MG Advanced,Account_0163,retail,United Kingdom,2025-01-25,2025-04-08,Lost,2751.43,0.0,82939.21,876,73.0,0,1,2025Q2
SYN037601,Gaston Berthelot,Melvin Marxen,West,GTK 500,Account_0459,finance,Germany,2025-08-11,2025-11-24,Won,3906.98,3476.35,110940.45,851,105.0,1,1,2025Q4
SYN037602,Gaston Grunwald,Rosalind Dwyer,West,GTK Pro,Account_0317,medical,United States,2025-11-06,2026-02-18,Lost,4384.46,0.0,114997.19,1426,104.0,0,1,2026Q1
SYN037603,Vernita Cordell,Cara Losch,East,MG Emperor,Account_0256,services,United Kingdom,2024-04-01,2024-06-09,Won,3288.52,3258.8,111164.76,1118,69.0,1,1,2024Q2
SYN037604,Jonathan Hendon,Rosalind Dwyer,West,GTK 500,Account_0365,retail,Germany,2023-07-14,2023-09-12,Won,2920.69,2696.56,283394.71,5367,60.0,1,1,2023Q3
SYN037605,Jonathan Berthelot,Summer Sewald,West,GTX Basic,Account_0296,employment,Germany,2024-10-14,,Engaging,2223.66,,171704.95,2490,,0,0,
SYN037606,Jonathan Hendon,Rosalind Dwyer,West,GTX Basic,Account_0099,marketing,United States,2022-10-08,2022-12-13,Lost,2827.4,0.0,173440.82,2096,66.0,0,1,2022Q4
SYN037607,Boris Purl,Melvin Marxen,West,MG Special,Account_0218,employment,United Kingdom,2023-03-24,2023-05-27,Lost,2003.66,0.0,146065.3,1602,64.0,0,1,2023Q2
SYN037608,Wilburn Grunwald,Cara Losch,Central,GTX Plus Pro,Account_0443,telecommunications,Germany,2022-05-14,2022-08-09,Lost,3865.73,0.0,186183.7,2959,87.0,0,1,2022Q3
SYN037609,Zane Sturm,Rosalind Dwyer,East,GTK Pro,Account_0343,medical,Canada,2023-12-15,2024-03-23,Won,4049.62,3939.14,76022.26,204,99.0,1,1,2024Q1
SYN037610,Gaston Berthelot,Melvin Marxen,Central,GTX Plus Pro,Account_0178,services,Germany,2025-03-24,2025-05-26,Won,3561.67,3696.81,248388.9,3873,63.0,1,1,2025Q2
SYN037611,Gaston Nicholson,Summer Sewald,West,GTK 500,Account_0079,technology,United States,2022-03-08,2022-05-24,Won,3657.42,3630.15,170866.75,2425,77.0,1,1,2022Q2
SYN037612,Boris Hendon,Summer Sewald,West,GTX Basic,Account_0370,medical,United Kingdom,2025-06-08,2025-09-22,Lost,5095.4,0.0,304079.65,5285,106.0,0,1,2025Q3
SYN037613,Anna Herrold,Cara Losch,West,GTK 500,Account_0414,finance,United Kingdom,2023-02-04,,Engaging,4306.29,,64135.67,241,,0,0,
SYN037614,Corliss Hillebrand,Dustin Brinkmann,East,MG Special,Account_0060,entertainment,United Kingdom,2023-05-05,2023-07-27,Lost,3656.5,0.0,188298.44,3250,83.0,0,1,2023Q3
SYN037615,Jonathan Hendon,Rosalind Dwyer,West,GTK 500,Account_0456,software,United States,2025-07-08,2025-09-12,Won,4097.19,4142.78,161744.52,2398,66.0,1,1,2025Q3
SYN037616,Jonathan Marconi,Rocco Neubert,East,GTX Basic,Account_0269,marketing,Canada,2024-12-08,2025-02-04,Won,3411.51,3278.29,244507.23,3846,58.0,1,1,2025Q1
SYN037617,Niesha Cordell,Rosalind Dwyer,Central,GTX Plus Pro,Account_0295,technology,United Kingdom,2025-09-15,2025-12-09,Won,4178.01,3567.92,176557.68,2508,85.0,1,1,2025Q4
SYN037618,Zane Cordell,Dustin Brinkmann,Central,MG Special,Account_0437,retail,Australia,2024-04-18,2024-06-24,Won,2707.8,2306.95,90428.26,382,67.0,1,1,2024Q2
SYN037619,Corliss Marconi,Rocco Neubert,East,MG Advanced,Account_0373,retail,Japan,2024-05-18,2024-07-20,Lost,2828.91,0.0,175004.7,2253,63.0,0,1,2024Q3
SYN037620,Niesha Everman,Dustin Brinkmann,East,MG Advanced,Account_0259,employment,Japan,2025-11-15,2026-01-14,Won,2774.58,2800.06,241988.81,4431,60.0,1,1,2026Q1
SYN037621,Corliss Hillebrand,Dustin Brinkmann,East,GTK Pro,Account_0485,entertainment,United States,2022-10-14,2022-12-25,Lost,3831.87,0.0,259821.44,4487,72.0,0,1,2022Q4
SYN037622,Zane Everman,Dustin Brinkmann,Central,GTX Plus Basic,Account_0229,software,Australia,2022-01-21,2022-04-07,Won,3612.19,3759.61,169619.04,2575,76.0,1,1,2022Q2
SYN037623,Gaston Sturm,Rocco Neubert,Central,GTX Basic,Account_0484,marketing,United Kingdom,2025-11-23,2026-01-10,Won,2738.16,2522.95,136151.0,1988,48.0,1,1,2026Q1
SYN037624,Gaston Sturm,Rocco Neubert,East,MG Advanced,Account_0259,telecommunications,Germany,2022-01-19,2022-05-01,Won,4432.25,4602.71,241940.23,4118,102.0,1,1,2022Q2
SYN037625,Wilburn Grunwald,Cara Losch,East,GTX Basic,Account_0029,software,United States,2023-01-19,,Engaging,3782.25,,151618.02,2352,,0,0,
SYN037626,Jonathan Marconi,Rocco Neubert,East,GTX Basic,Account_0159,entertainment,United States,2025-04-12,2025-06-17,Won,3321.69,2849.63,111493.74,1337,66.0,1,1,2025Q2
SYN037627,Jonathan Everman,Melvin Marxen,West,GTK 500,Account_0371,software,United States,2022-08-09,2022-10-24,Won,3892.47,3672.04,212893.92,3113,76.0,1,1,2022Q4
SYN037628,Jonathan Everman,Melvin Marxen,East,MG Advanced,Account_0079,finance,United Kingdom,2024-05-27,2024-08-31,Won,4832.94,4904.46,300181.9,5653,96.0,1,1,2024Q3
SYN037629,Jonathan Hendon,Rosalind Dwyer,West,GTK Pro,Account_0230,technology,Germany,2024-01-21,2024-04-02,Won,3773.71,3686.24,258203.11,4040,72.0,1,1,2024Q2
SYN037630,Boris Hendon,Summer Sewald,East,MG Emperor,Account_0297,software,Germany,2024-02-15,2024-05-16,Lost,3599.89,0.0,103770.24,654,91.0,0,1,2024Q2
SYN037631,Marty Everman,Rocco Neubert,West,GTK 500,Account_0184,medical,Canada,2022-07-21,2022-11-16,Lost,4229.86,0.0,108953.46,911,118.0,0,1,2022Q4
SYN037632,Niesha Everman,Dustin Brinkmann,Central,GTK Pro,Account_0309,telecommunications,Japan,2022-06-26,2022-09-28,Lost,4095.56,0.0,121513.93,1250,94.0,0,1,2022Q3
SYN037633,Wilburn Grunwald,Cara Losch,Central,GTK 500,Account_0273,finance,Germany,2022-01-15,,Engaging,4921.22,,160885.8,2615,,0,0,
SYN037634,Wilburn Hillebrand,Summer Sewald,East,GTK 500,Account_0043,retail,United Kingdom,2024-01-10,2024-03-12,Lost,2982.52,0.0,175184.05,2882,62.0,0,1,2024Q1
SYN037635,Jonathan Everman,Melvin Marxen,Central,GTK 500,Account_0431,medical,United Kingdom,2023-12-01,2024-03-07,Lost,5483.51,0.0,320000.0,5902,97.0,0,1,2024Q1
SYN037636,Boris Nicholson,Rocco Neubert,Central,GTK 500,Account_0237,technology,Canada,2022-04-22,,Engaging,3741.63,,151916.48,1722,,0,0,
SYN037637,Boris Purl,Melvin Marxen,Central,GTK 500,Account_0068,software,United Kingdom,2025-01-07,2025-04-05,Lost,3552.74,0.0,167262.03,2175,88.0,0,1,2025Q2
SYN037638,Jonathan Berthelot,Summer Sewald,Central,GTX Basic,Account_0066,technology,Germany,2025-12-08,2026-02-17,Won,3785.31,3491.16,161232.75,1850,71.0,1,1,2026Q1
SYN037639,Gaston Sturm,Rocco Neubert,East,GTX Plus Basic,Account_0198,software,Germany,2023-10-26,2024-01-10,Lost,3275.98,0.0,123298.44,1479,76.0,0,1,2024Q1
SYN037640,Jonathan Marconi,Rocco Neubert,Central,MG Emperor,Account_0380,entertainment,Japan,2023-03-19,2023-06-13,Lost,3172.53,0.0,182568.04,3019,86.0,0,1,2023Q2
SYN037641,Marty Everman,Rocco Neubert,Central,GTK Pro,Account_0334,telecommunications,United States,2025-01-22,2025-04-26,Won,4521.24,4598.22,306581.47,5334,94.0,1,1,2025Q2
SYN037642,Zane Everman,Dustin Brinkmann,Central,GTK 500,Account_0322,technology,Canada,2023-02-22,2023-05-05,Lost,4101.72,0.0,289325.15,4918,72.0,0,1,2023Q2
SYN037643,Marty Marconi,Summer Sewald,Central,GTX Plus Basic,Account_0498,medical,United Kingdom,2025-02-14,2025-06-16,Won,4339.74,4054.86,102819.11,842,122.0,1,1,2025Q2
SYN037644,Marty Vinning,Melvin Marxen,East,GTX Basic,Account_0442,finance,United Kingdom,2025-08-15,2025-11-19,Won,4349.86,3704.1,158970.0,2596,96.0,1,1,2025Q4
SYN037645,Wilburn Grunwald,Cara Losch,West,GTK 500,Account_0060,technology,Canada,2024-02-25,2024-05-06,Lost,4279.29,0.0,312817.43,5755,71.0,0,1,2024Q2
SYN037646,Vernita Everman,Cara Losch,Central,GTK Pro,Account_0371,employment,United Kingdom,2024-01-12,2024-03-10,Won,3336.72,2902.63,320000.0,5560,58.0,1,1,2024Q1
SYN037647,Gaston Berthelot,Melvin Marxen,East,GTK Pro,Account_0259,employment,United States,2025-01-14,,Engaging,2710.65,,311134.35,5319,,0,0,
SYN037648,Zane Sturm,Rosalind Dwyer,West,MG Advanced,Account_0332,entertainment,Australia,2022-03-19,2022-06-03,Lost,3267.78,0.0,182052.54,2536,76.0,0,1,2022Q2
SYN037649,Boris Hendon,Summer Sewald,West,GTK Pro,Account_0425,marketing,United States,2024-07-12,2024-09-16,Won,2395.47,2049.23,117339.73,1639,66.0,1,1,2024Q3
SYN037650,Boris Hendon,Summer Sewald,Central,GTK Pro,Account_0313,medical,Australia,2023-09-22,2024-01-09,Won,4527.49,4571.98,185116.54,2816,109.0,1,1,2024Q1
SYN037651,Zane Sturm,Rosalind Dwyer,East,GTX Basic,Account_0328,marketing,Japan,2025-01-12,,Engaging,2492.59,,174720.47,2146,,0,0,
SYN037652,Niesha Hillebrand,Rosalind Dwyer,Central,MG Special,Account_0254,medical,United States,2025-10-26,,Engaging,5019.05,,277040.37,5088,,0,0,
SYN037653,Boris Sturm,Cara Losch,Central,GTX Plus Basic,Account_0158,technology,Australia,2023-11-16,2024-02-16,Won,4394.9,4081.37,309906.22,5337,92.0,1,1,2024Q1
SYN037654,Jonathan Hendon,Rosalind Dwyer,Central,GTX Basic,Account_0424,technology,Japan,2025-08-21,2025-11-08,Lost,3840.97,0.0,192701.68,3246,79.0,0,1,2025Q4
SYN037655,Kami Herrold,Cara Losch,East,MG Advanced,Account_0018,marketing,United Kingdom,2025-03-14,2025-05-09,Won,3388.83,3328.91,219666.23,3783,56.0,1,1,2025Q2
SYN037656,Gaston Purl,Melvin Marxen,West,MG Emperor,Account_0220,finance,Canada,2024-03-22,2024-06-23,Lost,4896.12,0.0,278295.41,4684,93.0,0,1,2024Q2
SYN037657,Zane Cordell,Dustin Brinkmann,West,GTX Plus Pro,Account_0338,entertainment,Germany,2023-04-07,2023-06-13,Lost,3491.86,0.0,201044.83,3148,67.0,0,1,2023Q2
SYN037658,Wilburn Grunwald,Cara Losch,Central,GTX Plus Basic,Account_0280,technology,United States,2025-11-26,2026-02-03,Lost,3940.99,0.0,236381.3,3649,69.0,0,1,2026Q1
SYN037659,Niesha Gauna,Dustin Brinkmann,Central,GTK Pro,Account_0321,finance,Japan,2024-09-02,2024-12-04,Won,4196.63,3907.09,156765.16,2315,93.0,1,1,2024Q4
SYN037660,Vernita Everman,Cara Losch,Central,GTK Pro,Account_0398,software,United States,2023-10-07,2023-12-24,Lost,3103.7,0.0,74578.46,401,78.0,0,1,2023Q4
SYN037661,Cassey Marconi,Rocco Neubert,Central,MG Special,Account_0214,services,Germany,2025-02-04,2025-04-16,Lost,3263.74,0.0,201305.78,3454,71.0,0,1,2025Q2
SYN037662,Jonathan Hendon,Rosalind Dwyer,East,MG Special,Account_0415,technology,Japan,2024-12-20,2025-03-04,Lost,4098.29,0.0,320000.0,5880,74.0,0,1,2025Q1
SYN037663,Zane Sturm,Rosalind Dwyer,West,GTX Plus Basic,Account_0292,services,United Kingdom,2023-10-01,,Engaging,2463.37,,76636.0,533,,0,0,
SYN037664,Gaston Sturm,Rocco Neubert,East,GTK Pro,Account_0240,telecommunications,Canada,2024-10-24,2025-01-10,Lost,4235.06,0.0,233796.28,4237,78.0,0,1,2025Q1
SYN037665,Niesha Everman,Dustin Brinkmann,East,GTK 500,Account_0131,software,Australia,2025-02-21,,Engaging,4010.88,,232679.01,4047,,0,0,
SYN037666,Marty Marconi,Summer Sewald,East,MG Emperor,Account_0427,technology,Germany,2022-02-04,2022-04-22,Lost,3876.55,0.0,97991.77,563,77.0,0,1,2022Q2
SYN037667,Jonathan Berthelot,Summer Sewald,West,GTK 500,Account_0352,telecommunications,Germany,2025-04-25,2025-07-22,Won,4150.1,4080.16,248759.74,4412,88.0,1,1,2025Q3
SYN037668,Kary Marconi,Dustin Brinkmann,Central,MG Advanced,Account_0278,technology,Japan,2022-05-01,2022-07-09,Lost,3720.04,0.0,218765.73,3348,69.0,0,1,2022Q3
SYN037669,Boris Sturm,Cara Losch,Central,MG Advanced,Account_0416,medical,United Kingdom,2024-10-01,2025-01-10,Lost,4946.52,0.0,194310.84,2686,101.0,0,1,2025Q1
SYN037670,Vernita Everman,Cara Losch,West,MG Special,Account_0203,marketing,Japan,2023-07-22,2023-09-14,Won,3001.4,2646.1,293861.11,5542,54.0,1,1,2023Q3
SYN037671,Niesha Cordell,Rosalind Dwyer,East,MG Advanced,Account_0280,entertainment,Australia,2023-09-27,2023-12-17,Lost,3557.58,0.0,320000.0,5707,81.0,0,1,2023Q4
SYN037672,Vernita Cordell,Cara Losch,East,GTX Plus Pro,Account_0481,technology,United Kingdom,2023-10-18,2024-01-10,Lost,3652.64,0.0,186603.29,2594,84.0,0,1,2024Q1
SYN037673,Corliss Marconi,Rocco Neubert,West,GTK Pro,Account_0477,technology,Australia,2023-11-26,2024-02-24,Lost,4535.02,0.0,302115.32,5546,90.0,0,1,2024Q1
SYN037674,Jonathan Everman,Melvin Marxen,Central,GTK Pro,Account_0349,entertainment,Germany,2024-05-22,,Engaging,3377.6,,281984.44,5229,,0,0,
SYN037675,Kami Cordell,Summer Sewald,East,MG Emperor,Account_0457,retail,Australia,2025-07-24,2025-09-21,Lost,2577.85,0.0,100878.49,1240,59.0,0,1,2025Q3
SYN037676,Boris Purl,Melvin Marxen,East,MG Advanced,Account_0169,finance,United Kingdom,2022-01-07,2022-04-04,Won,4627.73,4690.83,137413.14,1893,87.0,1,1,2022Q2
SYN037677,Kami Herrold,Cara Losch,West,GTX Basic,Account_0424,finance,Germany,2024-07-21,2024-10-28,Lost,4045.15,0.0,115114.07,1507,99.0,0,1,2024Q4
SYN037678,Niesha Everman,Dustin Brinkmann,Central,GTX Plus Pro,Account_0171,medical,Canada,2024-10-04,2025-01-25,Lost,4356.51,0.0,111163.6,1290,113.0,0,1,2025Q1
SYN037679,Gaston Grunwald,Rosalind Dwyer,East,MG Special,Account_0198,finance,Canada,2025-01-05,2025-04-06,Lost,4443.97,0.0,209936.96,3185,91.0,0,1,2025Q2
SYN037680,Corliss Marconi,Rocco Neubert,Central,GTX Basic,Account_0463,software,United States,2023-03-13,,Engaging,4445.26,,277795.85,4786,,0,0,
SYN037681,Jonathan Everman,Melvin Marxen,Central,MG Advanced,Account_0441,software,United States,2024-08-22,2024-10-24,Won,3233.73,3357.97,131511.3,1568,63.0,1,1,2024Q4
SYN037682,Gaston Berthelot,Melvin Marxen,West,GTX Plus Basic,Account_0166,software,Japan,2024-02-26,2024-05-08,Lost,3941.61,0.0,145770.65,1580,72.0,0,1,2024Q2
SYN037683,Boris Nicholson,Rocco Neubert,Central,MG Special,Account_0343,services,Germany,2025-11-26,,Engaging,3645.84,,250646.14,4251,,0,0,
SYN037684,Kami Cordell,Summer Sewald,East,GTK 500,Account_0282,marketing,United Kingdom,2022-07-08,2022-09-22,Lost,2886.65,0.0,224157.41,3870,76.0,0,1,2022Q3
SYN037685,Gaston Berthelot,Melvin Marxen,Central,MG Emperor,Account_0449,employment,Australia,2025-12-13,2026-02-07,Lost,2667.71,0.0,136444.85,1606,56.0,0,1,2026Q1
SYN037686,Jonathan Berthelot,Summer Sewald,West,GTX Basic,Account_0137,finance,Canada,2024-02-22,2024-06-12,Won,4614.97,4325.68,305257.62,5304,111.0,1,1,2024Q2
SYN037687,Kary Marconi,Dustin Brinkmann,Central,GTK 500,Account_0336,software,Germany,2024-04-27,2024-07-15,Won,3361.97,2978.81,102953.93,794,79.0,1,1,2024Q3
SYN037688,Anna Herrold,Cara Losch,West,GTX Plus Basic,Account_0344,software,Japan,2023-10-08,2024-01-05,Won,4377.74,3922.42,279116.91,5017,89.0,1,1,2024Q1
SYN037689,Kami Herrold,Cara Losch,West,GTX Plus Pro,Account_0376,marketing,Japan,2024-05-12,2024-07-15,Lost,2339.65,0.0,93929.51,705,64.0,0,1,2024Q3
SYN037690,Zane Sturm,Rosalind Dwyer,East,GTX Plus Basic,Account_0267,retail,Germany,2024-03-18,2024-05-13,Won,3404.12,3019.29,317342.44,5388,56.0,1,1,2024Q2
SYN037691,Corliss Hillebrand,Dustin Brinkmann,West,MG Special,Account_0432,marketing,Australia,2023-01-25,2023-03-18,Won,2765.85,2882.71,177555.92,2944,52.0,1,1,2023Q1
SYN037692,Jonathan Berthelot,Summer Sewald,West,MG Special,Account_0211,medical,United States,2023-08-26,2023-12-19,Lost,4291.82,0.0,119517.41,1701,115.0,0,1,2023Q4
SYN037693,Zane Everman,Dustin Brinkmann,West,GTX Plus Pro,Account_0441,marketing,United States,2025-09-03,2025-11-14,Won,3130.48,2870.65,251931.18,4559,72.0,1,1,2025Q4
SYN037694,Anna Herrold,Cara Losch,East,GTX Plus Pro,Account_0376,technology,United States,2023-08-25,2023-11-25,Lost,4020.61,0.0,156297.98,1891,92.0,0,1,2023Q4
SYN037695,Boris Purl,Melvin Marxen,Central,MG Emperor,Account_0311,marketing,United Kingdom,2023-04-18,2023-06-14,Won,3151.32,3218.2,281464.06,4815,57.0,1,1,2023Q2
SYN037696,Jonathan Berthelot,Summer Sewald,Central,MG Advanced,Account_0106,medical,Australia,2022-03-19,,Engaging,4342.44,,85852.09,990,,0,0,
SYN037697,Cassey Marconi,Rocco Neubert,West,GTX Basic,Account_0237,finance,United Kingdom,2025-06-25,2025-10-14,Lost,4403.21,0.0,120552.4,1226,111.0,0,1,2025Q4
SYN037698,Niesha Everman,Dustin Brinkmann,West,MG Special,Account_0427,medical,United Kingdom,2022-03-11,2022-06-27,Lost,4942.08,0.0,168797.41,1989,108.0,0,1,2022Q2
SYN037699,Marty Everman,Rocco Neubert,West,MG Advanced,Account_0267,retail,Canada,2025-07-04,2025-09-11,Lost,3101.6,0.0,320000.0,5927,69.0,0,1,2025Q3
SYN037700,Niesha Everman,Dustin Brinkmann,East,MG Advanced,Account_0035,telecommunications,Germany,2022-11-07,2023-01-23,Lost,4195.54,0.0,202520.51,2988,77.0,0,1,2023Q1
SYN037701,Kary Marconi,Dustin Brinkmann,East,MG Special,Account_0354,entertainment,Australia,2023-01-12,2023-03-13,Won,4032.34,3989.02,308418.14,5293,60.0,1,1,2023Q1
SYN037702,Kami Herrold,Cara Losch,West,GTX Basic,Account_0071,marketing,Germany,2023-09-05,2023-10-26,Won,3081.91,2875.93,97572.01,1169,51.0,1,1,2023Q4
SYN037703,Gaston Sturm,Rocco Neubert,West,MG Advanced,Account_0082,employment,Canada,2024-02-19,2024-04-02,Lost,2629.96,0.0,192125.02,2565,43.0,0,1,2024Q2
SYN037704,Boris Purl,Melvin Marxen,West,MG Emperor,Account_0277,finance,Australia,2025-02-05,2025-06-01,Lost,4520.21,0.0,238913.08,4029,116.0,0,1,2025Q2
SYN037705,Zane Cordell,Dustin Brinkmann,West,MG Emperor,Account_0021,entertainment,Germany,2022-09-15,2022-11-21,Lost,3336.84,0.0,194418.6,3080,67.0,0,1,2022Q4
SYN037706,Jonathan Marconi,Rocco Neubert,East,GTK Pro,Account_0237,marketing,Germany,2024-12-17,2025-02-18,Won,3013.82,2943.81,226174.52,3836,63.0,1,1,2025Q1
SYN037707,Corliss Hillebrand,Dustin Brinkmann,Central,GTK 500,Account_0170,software,United Kingdom,2023-04-02,,Engaging,3091.69,,52383.67,147,,0,0,
SYN037708,Zane Cordell,Dustin Brinkmann,East,GTX Plus Basic,Account_0220,finance,Japan,2023-07-10,2023-10-27,Lost,4984.52,0.0,279257.76,5136,109.0,0,1,2023Q4
SYN037709,Marty Everman,Rocco Neubert,Central,GTK Pro,Account_0062,entertainment,Canada,2023-10-01,2023-12-28,Lost,3549.97,0.0,205895.72,3168,88.0,0,1,2023Q4
SYN037710,Boris Purl,Melvin Marxen,East,GTK Pro,Account_0491,finance,United States,2022-09-05,2022-12-09,Won,4393.15,4102.33,73665.21,145,95.0,1,1,2022Q4
SYN037711,Jonathan Marconi,Rocco Neubert,East,GTK Pro,Account_0038,technology,Canada,2023-10-19,2024-01-10,Lost,4061.76,0.0,121746.48,1401,83.0,0,1,2024Q1
SYN037712,Jonathan Marconi,Rocco Neubert,West,GTX Basic,Account_0133,telecommunications,Canada,2023-09-26,2024-01-07,Lost,3950.52,0.0,234558.04,3561,103.0,0,1,2024Q1
SYN037713,Marty Everman,Rocco Neubert,East,GTX Basic,Account_0408,finance,Japan,2025-11-24,,Engaging,4492.21,,121518.68,1527,,0,0,
SYN037714,Niesha Cordell,Rosalind Dwyer,East,GTK 500,Account_0318,telecommunications,Australia,2024-04-14,2024-07-13,Lost,4573.29,0.0,274778.95,4337,90.0,0,1,2024Q3
SYN037715,Kami Cordell,Summer Sewald,West,GTX Plus Basic,Account_0181,software,Australia,2024-12-18,2025-03-19,Won,4266.75,4031.05,271530.25,4650,91.0,1,1,2025Q1
SYN037716,Niesha Cordell,Rosalind Dwyer,East,MG Emperor,Account_0290,software,Australia,2025-06-22,2025-09-11,Won,3975.29,3983.65,284835.25,5321,81.0,1,1,2025Q3
SYN037717,Jonathan Marconi,Rocco Neubert,East,GTX Plus Basic,Account_0253,telecommunications,United States,2025-10-12,2026-01-19,Won,3576.02,3675.89,131039.82,1509,99.0,1,1,2026Q1
SYN037718,Jonathan Hendon,Rosalind Dwyer,Central,GTK Pro,Account_0118,employment,Japan,2025-04-11,,Engaging,2416.81,,144987.73,1865,,0,0,
SYN037719,Gaston Grunwald,Rosalind Dwyer,East,MG Special,Account_0218,telecommunications,United Kingdom,2025-07-09,2025-10-10,Lost,4582.85,0.0,264632.81,4725,93.0,0,1,2025Q4
SYN037720,Kami Herrold,Cara Losch,East,MG Special,Account_0282,employment,United Kingdom,2023-01-27,2023-03-19,Lost,2507.57,0.0,55891.3,209,51.0,0,1,2023Q1
SYN037721,Anna Herrold,Cara Losch,West,MG Emperor,Account_0165,marketing,United Kingdom,2023-07-11,2023-09-09,Won,2656.53,2672.47,110744.58,914,60.0,1,1,2023Q3
SYN037722,Zane Everman,Dustin Brinkmann,East,GTX Plus Pro,Account_0495,services,United Kingdom,2025-07-22,2025-09-28,Won,3788.92,3452.13,309294.94,5457,68.0,1,1,2025Q3
SYN037723,Gaston Nicholson,Summer Sewald,Central,GTX Basic,Account_0105,technology,United States,2023-04-18,2023-06-29,Lost,3441.1,0.0,65694.17,156,72.0,0,1,2023Q2
SYN037724,Cassey Marconi,Rocco Neubert,West,GTK Pro,Account_0086,medical,Germany,2025-02-24,2025-06-11,Lost,4853.75,0.0,173976.18,2884,107.0,0,1,2025Q2
SYN037725,Gaston Nicholson,Summer Sewald,East,GTX Plus Pro,Account_0179,telecommunications,Germany,2024-11-03,2025-02-08,Lost,3510.58,0.0,122968.81,1032,97.0,0,1,2025Q1
SYN037726,Wilburn Hillebrand,Summer Sewald,Central,GTK 500,Account_0090,entertainment,Canada,2025-05-07,2025-07-18,Won,3287.42,3252.74,241172.39,3852,72.0,1,1,2025Q3
SYN037727,Corliss Hillebrand,Dustin Brinkmann,East,GTK 500,Account_0113,medical,Australia,2025-02-24,2025-06-06,Lost,4381.25,0.0,147981.35,2053,102.0,0,1,2025Q2
SYN037728,Jonathan Everman,Melvin Marxen,West,MG Emperor,Account_0139,employment,Australia,2025-07-17,2025-09-06,Won,2195.81,2062.88,162348.09,2354,51.0,1,1,2025Q3
SYN037729,Jonathan Hendon,Rosalind Dwyer,West,MG Special,Account_0104,marketing,Australia,2025-06-21,2025-08-20,Won,3090.86,2719.4,230472.79,4158,60.0,1,1,2025Q3
SYN037730,Corliss Marconi,Rocco Neubert,East,GTX Plus Pro,Account_0270,medical,United States,2024-07-22,2024-11-02,Lost,4805.78,0.0,176953.66,2552,103.0,0,1,2024Q4
SYN037731,Boris Purl,Melvin Marxen,East,GTX Plus Basic,Account_0450,medical,Australia,2022-09-04,,Engaging,4925.69,,175863.89,2559,,0,0,
SYN037732,Kami Cordell,Summer Sewald,West,GTX Basic,Account_0236,software,United States,2023-12-10,2024-02-13,Won,3821.65,3657.92,97237.16,1150,65.0,1,1,2024Q1
SYN037733,Cassey Nicholson,Melvin Marxen,East,GTK 500,Account_0213,entertainment,United States,2025-07-22,2025-09-25,Won,3591.61,3760.72,194343.53,3103,65.0,1,1,2025Q3
SYN037734,Kary Marconi,Dustin Brinkmann,Central,MG Special,Account_0381,telecommunications,Japan,2024-07-25,2024-11-05,Lost,3945.95,0.0,120165.86,1738,103.0,0,1,2024Q4
SYN037735,Boris Sturm,Cara Losch,Central,MG Advanced,Account_0311,marketing,United States,2022-09-02,2022-11-16,Won,2736.73,2726.09,243680.89,3678,75.0,1,1,2022Q4
SYN037736,Zane Everman,Dustin Brinkmann,East,MG Advanced,Account_0459,software,Canada,2023-12-20,,Engaging,3684.8,,81219.1,509,,0,0,
SYN037737,Marty Everman,Rocco Neubert,West,MG Emperor,Account_0299,technology,Japan,2024-12-23,2025-03-09,Won,4564.58,3893.81,290293.39,4977,76.0,1,1,2025Q1
SYN037738,Zane Cordell,Dustin Brinkmann,East,MG Emperor,Account_0353,telecommunications,Australia,2023-09-16,2023-12-03,Won,3914.58,4094.76,145490.8,2297,78.0,1,1,2023Q4
SYN037739,Kary Marconi,Dustin Brinkmann,East,GTK 500,Account_0362,finance,United Kingdom,2022-11-01,2023-02-12,Won,4644.6,4364.12,224355.8,3402,103.0,1,1,2023Q1
SYN037740,Boris Purl,Melvin Marxen,Central,MG Special,Account_0279,medical,Canada,2023-05-16,2023-08-24,Won,4302.13,3803.52,155854.9,2251,100.0,1,1,2023Q3
SYN037741,Marty Vinning,Melvin Marxen,East,GTX Basic,Account_0154,finance,United States,2023-06-16,2023-09-18,Lost,4446.96,0.0,210205.07,2962,94.0,0,1,2023Q3
SYN037742,Zane Cordell,Dustin Brinkmann,West,GTK 500,Account_0059,telecommunications,United States,2024-05-05,2024-08-01,Won,4734.72,4755.97,284378.6,4852,88.0,1,1,2024Q3
SYN037743,Gaston Sturm,Rocco Neubert,East,GTX Basic,Account_0016,telecommunications,United States,2024-12-11,2025-03-27,Won,4287.62,4370.02,113700.05,1219,106.0,1,1,2025Q1
SYN037744,Marty Vinning,Melvin Marxen,East,GTK 500,Account_0105,technology,United Kingdom,2024-12-17,2025-03-06,Lost,4350.32,0.0,281787.99,4840,79.0,0,1,2025Q1
